word,tag,frequency,keepornot
MILLION,NNP,58,1
versus,NN,58,1
TWITTER,NNP,58,1
Legendary,JJ,58,1
drawn,VBN,58,1
usually,RB,58,1
TOS,NNP,58,1
worldwide,JJ,58,1
analysis,NN,58,1
TouchArcade,NNP,58,1
Universal,NNP,58,1
CLOUD,NNP,58,1
spin,VB,58,1
shotguns,NNS,58,1
Push,NNP,58,1
designer,NN,58,1
study,NN,58,1
Vector,NNP,58,1
beat,VBP,58,1
//www.rovio.com/privacyImportant,JJ,58,0
turned,VBN,58,1
samurai,NN,58,1
craft,VB,58,1
visually,RB,58,1
Exciting,JJ,58,1
systems,NNS,58,1
Addicting,VBG,58,1
Italiano,NNP,58,1
login,VB,58,1
IQ,NNP,58,1
intriguing,JJ,58,1
Fun,NN,58,1
Yatzy,NNP,58,1
/,NN,58,0
INTERNET,NNP,58,1
Rich,NNP,58,1
database,NN,58,1
So,NNP,58,1
exercise,NN,58,1
Alice,NNP,58,1
swiping,VBG,57,1
Tic,NNP,57,1
timer,NN,57,1
Dive,NNP,57,1
inside,NN,57,1
deal,NN,57,1
project,NN,57,1
solutions,NNS,57,1
classical,JJ,57,1
bullets,NNS,57,1
objective,NN,57,1
calling,VBG,57,1
devious,JJ,57,1
asynchronous,JJ,57,1
offered,VBN,57,1
surprising,JJ,57,1
achieved,VBN,57,1
JUMP,NNP,57,1
Boggle,NNP,57,1
rockets,NNS,57,1
flights,NNS,57,1
cloud,NN,57,1
Slide,NN,57,1
Tom,NNP,57,1
listen,VB,57,1
Improve,NNP,57,1
tutorial,JJ,57,1
says,VBZ,57,1
voices,NNS,57,1
respects,VBZ,57,1
collectible,JJ,57,1
UI,NNP,57,1
Prepare,NNP,57,1
odd,JJ,57,1
civilization,NN,57,1
Pick,VB,57,1
catching,VBG,57,1
mode*,NN,57,0
Band,NNP,57,1
Fighting,NNP,57,1
ACTION,NNP,57,1
blow,VB,57,1
sending,VBG,57,1
Miss,NNP,57,1
knows,VBZ,57,1
paths,NNS,57,1
forums,NNS,57,1
items-,JJ,57,1
Get,VBP,57,1
Shadow,NNP,57,1
scary,JJ,57,1
teach,VBP,57,1
science,NN,57,1
Robot,NNP,57,1
dots,NNS,57,1
fair,JJ,57,1
crown,NN,57,1
Note,NNP,57,1
Book,NNP,57,1
game.-,JJ,57,1
Booking.com,NNP,57,1
Number,NNP,57,1
let,NN,57,1
communities,NNS,57,1
Elmo,NNP,57,1
mansion,NN,57,1
younger,JJR,57,1
mode.-,JJ,57,1
Fazbear,NNP,57,1
bags,NNS,56,1
screenshots,NNS,56,1
Roby,NNP,56,1
Sweet,NNP,56,1
thoughtful,JJ,56,1
iOS,JJ,56,1
season,NN,56,1
Quality,NNP,56,1
log,NN,56,1
distance,NN,56,1
Connect,VB,56,1
medals,NNS,56,1
mass,NN,56,1
Sit,NNP,56,1
demons,NNS,56,1
Gameloft.Certain,NNP,56,1
turn-based,JJ,56,1
Fame,NNP,56,1
join,VBP,56,1
clearing,VBG,56,1
defy,VB,56,1
more-,JJ,56,1
receive,VBP,56,1
Myth,NNP,56,1
Retro,NNP,56,1
solid,JJ,56,1
reel,NN,56,1
Content,NNP,56,1
Participate,VB,56,1
dinosaurs,NNS,56,1
Explore,RB,56,1
rival,JJ,56,1
dealer,NN,56,1
Custom,NNP,56,1
survive,VBP,56,1
youve,RB,56,1
chords,NNS,56,1
cafe,NN,56,1
favorites,NNS,56,1
website,JJ,56,1
celebrities,NNS,56,1
MAKE,NNP,56,1
CHAT,NNP,56,1
Tsum,NNP,56,1
Whether,NNP,56,1
Storm8www.storm8-studios.comfacebook.com/storm8twitter.com/storm8,NNP,56,1
glorious,JJ,56,1
Combo,NNP,56,1
Kings,NNS,56,1
artist,NN,56,1
drag,VB,56,1
keeping,VBG,56,1
Hungry,NNP,56,1
Knowledge,NNP,56,1
Knights,NNS,56,1
hit,JJ,56,1
lock,VB,56,1
top,VB,56,1
OUT,NNP,56,1
Mario,NNP,56,1
Premium,NNP,56,1
advertising,VBG,56,1
enter,VBP,56,1
Sims,NNP,56,1
x86,NNP,55,1
Enemy,NNP,55,1
John,NNP,55,1
cross,NN,55,1
WE,NNP,55,1
perks,NNS,55,1
Base,NNP,55,1
compete,VBP,55,1
wizards,NNS,55,1
Koga,NNP,55,1
medical,JJ,55,1
neighbors,NNS,55,1
Crossword,NNP,55,1
cops,NNS,55,1
destroying,VBG,55,1
gone,VBN,55,1
bid,NN,55,1
Enemies,NNS,55,1
arrived,VBN,55,1
begin,NN,55,1
over,RB,55,1
Orcs,NNP,55,1
Finn,NNP,55,1
Gummy,NNP,55,1
concept,NN,55,1
humans,NNS,55,1
crystals,NNS,55,1
HEROES,NNP,55,1
tour,NN,55,1
Powerful,JJ,55,1
choose,NN,55,1
Pharaoh,NNP,55,1
google,NN,55,1
Threes,NNP,55,1
prices,NNS,55,1
refer,NN,55,1
Fish,NNP,55,1
recognition,NN,55,1
trade,VB,55,1
ENDLESS,NNP,55,1
Grab,NNP,55,1
bring,VBG,55,1
Individual,NNP,55,1
Kardashian,NNP,55,1
Review,NNP,55,1
turrets,NNS,55,1
die,VB,55,1
pros,NNS,55,1
Controller,NNP,55,1
Samurai,NNP,55,1
making,NN,55,1
shared,VBN,55,1
PLAY,VB,55,1
physical,JJ,55,1
report,VB,55,1
youll,VB,55,1
tech,NN,55,1
invaders,NNS,55,1
pop,JJ,54,1
Display,NNP,54,1
victories,NNS,54,1
call,VBP,54,1
relaxing,NN,54,1
rendered,VBN,54,1
Chips,NNP,54,1
Move,NNP,54,1
follows,VBZ,54,1
nail,JJ,54,1
worldwide,NN,54,1
reels,NNS,54,1
LEADERBOARDS,NNP,54,1
surprisingly,RB,54,1
processing,VBG,54,1
Fox,NNP,54,1
Subscribe,NNP,54,1
slide,VB,54,1
Interactive,NNP,54,1
Selection,NNP,54,1
Key,JJ,54,1
engage,VB,54,1
Memorize,VB,54,1
Hint,NNP,54,1
Good,NNP,54,1
Yellow,NNP,54,1
//www.bigbearentertainment.net,NN,54,0
right,VB,54,1
Zyngas,NNP,54,1
lava,NN,54,1
CHARACTERS,NNP,54,1
commander,NN,54,1
Fall,NNP,54,1
burger,NN,54,1
technologies,NNS,54,1
Fish,JJ,54,1
Movie,NNP,54,1
pure,NN,54,1
OPTIMIZED,NNP,54,1
Man,NNP,54,1
AB,NNP,54,1
weaponry,NN,54,1
authentication,NN,54,1
name,VB,54,1
particular,JJ,54,1
futuristic,JJ,54,1
change,NN,54,1
taps,NNS,54,1
betting,VBG,54,1
ends,NNS,54,1
reading,NN,54,1
breathtaking,VBG,54,1
gamer,NN,54,1
continues,VBZ,54,1
above,JJ,54,1
scoreboard,NN,54,1
prizes.Practice,NN,54,1
wealth,NN,54,1
services.Storm8,JJ,54,1
updated,VBD,54,1
wave,NN,54,1
sold,VBN,54,1
unusual,JJ,54,1
Flight,NNP,54,1
destinations,NNS,54,1
Languages,NNS,54,1
Ballerina,NNP,54,1
Lightbot,NNP,54,1
Got,NNP,54,1
perspective,NN,53,1
Wins,NNS,53,1
figure,VB,53,1
Windows,NNP,53,1
skies,NNS,53,1
Death,NNP,53,1
loss,NN,53,1
ago,RB,53,1
travel,VBP,53,1
Objects,NNPS,53,1
generated,VBD,53,1
fashionable,JJ,53,1
Blackjack,NNP,53,1
result,VB,53,1
curious,JJ,53,1
EVERY,NNP,53,1
gang,NN,53,1
camp,NN,53,1
bonus,JJ,53,1
Watch,VBP,53,1
opened,VBN,53,1
Droid,NNP,53,1
earn,NN,53,1
runs,NNS,53,1
subtraction,NN,53,1
standard,JJ,53,1
Works,NNP,53,1
travel,VB,53,1
Fantastic,JJ,53,1
CHALLENGES,NNP,53,1
KINGDOM,NNP,53,1
Write,NNP,53,1
Apply,NNP,53,1
CRUSH,NNP,53,1
Who,NNP,53,1
drag,NN,53,1
Most,NNP,53,1
presented,VBN,53,1
captured,VBN,53,1
Restaurant,JJ,53,1
missed,VBN,53,1
AWARD,NNP,53,1
naval,JJ,53,1
thought,VBD,53,1
Mortal,NNP,53,1
load,NN,53,1
past,NN,53,1
statement,NN,53,1
Rainbow,NNP,53,1
contain,VBP,53,1
Mozart,NNP,53,1
minimalistic,JJ,53,1
Prepare,VB,53,1
Old,NNP,53,1
hit,VBN,53,1
Wed,NNP,53,1
Feel,VB,53,1
smashing,VBG,53,1
feeling,NN,53,1
vs,NN,53,1
GLORY,NNP,53,1
MMORPG,NNP,53,1
discovery,NN,53,1
FEEDBACK,NNP,53,1
determined,VBN,53,1
XP,NNP,53,1
finished,VBN,53,1
Piano,NN,53,1
Fiesta,NNP,53,1
planes,NNS,53,1
HID,NNP,53,1
Ranking,NNP,53,1
Magazine,NNP,53,1
Tutorial,NNP,53,1
prowess,NN,53,1
Events,NNS,53,1
own,VB,53,1
robbers,NNS,53,1
skins,NNS,52,1
blue,JJ,52,1
premium,NN,52,1
headshot,NN,52,1
feet,NNS,52,1
permit,VB,52,1
Wide,NNP,52,1
further,RB,52,1
shopping,NN,52,1
took,VBD,52,1
bridge,NN,52,1
Learning,NNP,52,1
sharp,JJ,52,1
alien,NN,52,1
Updated,VBN,52,1
living,VBG,52,1
BoomBit,NNP,52,1
//m.zynga.com/privacy/policy,NN,52,0
Graphics,NNPS,52,1
result,NN,52,1
Ladders,NNP,52,1
Valley,NNP,52,1
sales,NNS,52,1
Showcase,NNP,52,1
FEATURES-,NNP,52,1
resource,NN,52,1
Report,NNP,52,1
cannon,NN,52,1
Rooms,NNP,52,1
Kid,NNP,52,1
fierce,JJ,52,1
Infinite,NNP,52,1
Paris,NNP,52,1
awarded,VBN,52,1
imagine,VB,52,1
pressing,VBG,52,1
Harmony,NNP,52,1
mix,VB,52,1
smash,NN,52,1
asks,VBZ,52,1
Stand,NNP,52,1
Ask,NNP,52,1
serve,VBP,52,1
Heidi,NNP,52,1
Ace,NNP,52,1
Blossom,NNP,52,1
aspects,NNS,52,1
Looking,VBG,52,1
write,VBP,52,1
mode,VBD,52,1
mathematics,NNS,52,1
blow,NN,52,1
iOS,NN,52,1
due,JJ,52,1
fall,VB,52,1
rewarding,VBG,52,1
Zynga,JJ,52,1
thrilling,NN,52,1
compete,NN,52,1
leaders,NNS,52,1
San,NNP,52,1
die,VBP,52,1
Devices,NNPS,52,1
late,JJ,52,1
turning,VBG,52,1
gamepad,NN,52,1
Playspace,NNP,52,1
situation,NN,52,1
Addictive,NNP,52,1
Maya,NNP,51,1
sole,JJ,51,1
memorize,VB,51,1
Storage,NNP,51,1
Swap,NNP,51,1
tailored,VBN,51,1
seat,NN,51,1
tells,VBZ,51,1
Assassin,NNP,51,1
swipe,VB,51,1
Huge,NNP,51,1
TRUE,NNP,51,1
identifier,NN,51,1
fleet,NN,51,1
responses,NNS,51,1
talents,NNS,51,1
WEAPONS,NNP,51,1
experienced,JJ,51,1
COMPLETE,NNP,51,1
booking,VBG,51,1
set,VBP,51,1
Commander,NNP,51,1
Shooting,VBG,51,1
scientific,JJ,51,1
safety,NN,51,1
contained,VBN,51,1
interesting,VBG,51,1
obtained,VBN,51,1
Giant,NNP,51,1
fly,VBP,51,1
Fighting,VBG,51,1
POP,NNP,51,1
poor,JJ,51,1
minions,NNS,51,1
input,NN,51,1
trailer,NN,51,1
luxurious,JJ,51,1
CHOOSE,NNP,51,1
AlphaBetty,NNP,51,1
REAL-TIME,NNP,51,1
wage,NN,51,1
Bean,NNP,51,1
Payne,NNP,51,1
g5,NN,51,1
Heavy,NNP,51,1
present,JJ,51,1
PokerCruncher,NNP,51,1
Letters,NNP,51,1
defensive,JJ,51,1
actually,RB,51,1
lasers,NNS,51,1
Role,NNP,51,1
delivers,VBZ,51,1
game-,JJ,51,1
missing,VBG,51,1
ALLIANCE,NNP,51,1
pilot,NN,51,1
ally,NN,51,1
Bright,NNP,51,1
Look,NN,51,1
Indonesian,NNP,51,1
Compatible,JJ,51,1
received,VBN,51,1
EVENTS,NNP,51,1
record,NN,51,1
ADDICTING,NNP,51,1
crack,NN,51,1
Progress,NNP,51,1
territories,NNS,51,1
Melbourne,NNP,51,1
Pictoword,NNP,51,1
replies,NNS,51,1
absolute,NN,51,1
tone,NN,51,1
jelly,NN,50,1
NotyxGames,NNP,50,1
vacation,NN,50,1
supports,NNS,50,1
evolution,NN,50,1
Mr,NNP,50,1
addicting,JJ,50,1
instrument,NN,50,1
CARD,NNP,50,1
dogs,NNS,50,1
guest,NN,50,1
stable,JJ,50,1
Help,NN,50,1
combine,NN,50,1
straight,VBD,50,1
Zodiac,NNP,50,1
Captivating,VBG,50,1
Begin,VB,50,1
butterflies,NNS,50,1
Computer,NNP,50,1
placing,VBG,50,1
Mobile,JJ,50,1
contest,NN,50,1
Cookie,NN,50,1
fingertips,NNS,50,1
effectively,RB,50,1
straight,RB,50,1
inhabitants,NNS,50,1
Greek,NNP,50,1
thief,NN,50,1
Beethoven,NNP,50,1
CUSTOMIZE,NNP,50,1
Pandemic,NNP,50,1
controllers,NNS,50,1
Strategic,NNP,50,1
smoothly,RB,50,1
Friends,NNPS,50,1
trials,NNS,50,1
ATTACK,NNP,50,1
losing,VBG,50,1
spanning,VBG,50,1
bubble,NN,50,1
unlockable,JJ,50,1
headphones,NNS,50,1
past,JJ,50,1
system-,JJ,50,1
BUDGE,NNP,50,1
battery,NN,50,1
updated,JJ,50,1
kits,NNS,50,1
musician,JJ,50,1
Difficulty,NNP,50,1
Smurfs,NNP,50,1
scoring,NN,50,1
WordWhizzle,NNP,50,1
Common,NNP,50,1
Grab,VB,50,1
Embark,NNP,50,1
popping,VBG,50,1
provided,VBD,50,1
quality*,NN,50,0
Chris,NNP,50,1
Fill,NNP,50,1
successfully,RB,50,1
concepts,NNS,50,1
design,VB,50,1
Lightning,NNP,50,1
BETTER,NNP,50,1
Market,NNP,50,1
official,NN,50,1
strengths,NNS,50,1
Missions,NNS,50,1
Five,NNP,50,1
Anniversary,NNP,50,1
historical,JJ,50,1
prefer,VBP,50,1
Rocket,NNP,50,1
cold,JJ,50,1
Klondike,NNP,50,1
Vision,NNP,50,1
Garden,NNP,50,1
chat,RB,50,1
Alien,NNP,50,1
+,VBD,50,0
Imperial,NNP,49,1
Cash,NNP,49,1
Double,JJ,49,1
fireballs,NNS,49,1
turns,VBZ,49,1
Editors,NNP,49,1
jumping,NN,49,1
fall,NN,49,1
Iga,NNP,49,1
AVAILABLE,NNP,49,1
got,VBN,49,1
Blood,NNP,49,1
missiles,NNS,49,1
and/or,JJ,49,0
upgradable,JJ,49,1
levels.-,JJ,49,0
strike,VB,49,1
darkness,NN,49,1
detect,VB,49,1
penalty,NN,49,1
seeing,VBG,49,1
Success,NNP,49,1
endorsed,VBN,49,1
convenient,NN,49,1
pile,NN,49,1
Character,NNP,49,1
foreign,JJ,49,1
disposal,NN,49,1
palette,NN,49,1
rhymes,NNS,49,1
release,VB,49,1
Features,NNPS,49,1
arenas,NNS,49,1
SPECIAL,NNP,49,1
Develop,NNP,49,1
etc.-,JJ,49,0
Brand,NNP,49,1
satisfying,VBG,49,1
Feedback,NNP,49,1
entertain,VB,49,1
Using,VBG,49,1
sight,NN,49,1
interesting,NN,49,1
struggle,NN,49,1
wings,NNS,49,1
profiles,NNS,49,1
happening,VBG,49,1
tell,VBP,49,1
Catapults,NNP,49,1
amounts,NNS,49,1
exploring,VBG,49,1
playful,JJ,49,1
CNET,NNP,49,1
classics,NNS,49,1
total,NN,49,1
shooter,JJ,49,1
couple,NN,49,1
capable,JJ,49,1
incoming,VBG,49,1
Digger,NNP,49,1
pass,NN,49,1
READ_CONTACTS,NNP,49,1
surrounding,VBG,49,1
licensed,VBN,49,1
Kitchen,NNP,49,1
precise,JJ,49,1
Items,NNP,49,1
fish,JJ,49,1
leagues,NNS,49,1
BECOME,NNP,49,1
Brazil,NNP,49,1
eventually,RB,49,1
Lab,NNP,49,1
ghosts,NNS,49,1
trends,NNS,49,1
Logic,NNP,49,1
amazingly,RB,49,1
sharks,NNS,49,1
prey,NN,49,1
fashions,NNS,49,1
mahjong,JJ,49,1
//disneyprivacycenter.com/kids-privacy-policy/english/,JJ,48,0
Clean,NNP,48,1
controlled,VBN,48,1
toppings,NNS,48,1
Points,NNP,48,1
conquer,NN,48,1
PERFECT,NNP,48,1
return,NN,48,1
Hothead,NNP,48,1
Connection,NNP,48,1
eerie,JJ,48,1
Rouge,NNP,48,1
FAVORITE,NNP,48,1
sleep,VB,48,1
PLAYERS,NNP,48,1
translation,NN,48,1
Sonata,VBP,48,1
ATM,NNP,48,1
grid,JJ,48,1
upgrading,VBG,48,1
bringing,VBG,48,1
Castles,NNP,48,1
beginning,NN,48,1
Rules,NNP,48,1
jetpack,NN,48,1
spiders,NNS,48,1
wear,VB,48,1
encourage,VB,48,1
forum,NN,48,1
packs,VBZ,48,1
deal,VB,48,1
commanders,NNS,48,1
IGN*,NNP,48,0
accomplish,VB,48,1
seems,VBZ,48,1
ultimately,RB,48,1
region,NN,48,1
therefore,RB,48,1
STUNNING,JJ,48,1
STRATEGY,NNP,48,1
destructive,JJ,48,1
www.zynga.com,NN,48,0
IP,NNP,48,0
//m.zynga.com/legal/terms-of-service,NN,48,0
[,VBP,48,0
shoots,NNS,48,1
stones,NNS,48,1
bored,VBN,48,1
club,NN,48,1
diverse,NN,48,1
overall,JJ,48,1
recruit,VB,48,1
desert,NN,48,1
dozen,NN,48,1
Tablets,NNPS,48,1
consists,VBZ,48,1
single.Distinguishing,JJ,48,1
unleash,JJ,48,1
enemys,NN,48,1
galactic,JJ,48,1
stop,JJ,48,1
deny,VBP,48,1
experience,VBP,48,1
arsenal,JJ,48,1
domino,NN,48,1
arcade,VBD,48,1
RIGHTS,NNP,48,1
firepower,NN,48,1
SUPER,NNP,48,1
Call,NNP,48,1
Machines,NNS,48,1
roster,NN,48,1
Turn,VB,48,1
reached,VBN,48,1
DEFENSE,NNP,48,1
//www.facebook.com/mobirixplayen,JJ,48,0
hunt,VB,48,1
wishes,NNS,48,1
Raids,NNP,48,1
indie,JJ,48,1
Empire,NN,48,1
angry,JJ,48,1
Innovative,JJ,48,1
surviving,VBG,48,1
protected,VBN,48,1
Corp,NNP,48,1
Manage,NNP,48,1
stone,NN,48,1
Bud,NNP,47,1
jungles,NNS,47,1
Read,VB,47,1
frame,NN,47,1
Car,NNP,47,1
profit,NN,47,1
fearsome,JJ,47,1
OFFLINE,NNP,47,1
PvE,NNP,47,1
spooky,JJ,47,1
Address,NNP,47,1
site.Terms,NNS,47,1
square,JJ,47,1
Notyx,NNP,47,1
bloody,JJ,47,1
spins,VBZ,47,1
Storm8www.storm8.comfacebook.com/storm8twitter.com/storm8,NNP,47,1
lightning,NN,47,1
explore,RB,47,1
Beast,NNP,47,1
Policyhttp,NNP,47,1
outcome,NN,47,1
acquired,VBN,47,1
partner,NN,47,1
Polish,JJ,47,1
revenge,NN,47,1
Stop,NNP,47,1
Crane,NNP,47,1
jumps,NNS,47,1
CASINO,NNP,47,1
employees,NNS,47,1
nhng,JJ,47,1
Jimmy,NNP,47,1
virus,NN,47,1
Need,VB,47,1
economy,NN,47,1
Money,NNP,47,1
scenario,NN,47,1
majestic,JJ,47,1
yours,RB,47,1
spare,JJ,47,1
knew,VBD,47,1
promise,VBP,47,1
Link,NNP,47,1
Copyright,NNP,47,1
Barbie,NNP,47,1
threat,NN,47,1
attract,VB,47,1
P,NNP,47,0
ruins,NNS,47,1
Call,VB,47,1
Switch,NNP,47,1
DICE,NNP,47,1
***Note***,NN,47,0
Katamari,NNP,47,1
hole,NN,47,1
alphabets,NNS,47,1
purchasing,NN,47,1
teachers,NNS,47,1
EXCLUSIVE,NNP,47,1
opportunities,NNS,47,1
faces,VBZ,47,1
friends-,JJ,47,1
emergency,NN,47,1
History,NNP,47,1
Metal,NNP,47,1
pixels,NNS,47,1
absorbing,VBG,47,1
Resistance,NNP,47,1
login,NN,47,1
shadow,NN,47,1
Eggs,NNP,47,1
dates,NNS,47,1
sequences,NNS,47,1
Simple,NN,47,1
Hints,NNP,47,1
diamond,NN,47,1
charming,JJ,47,1
and/or,NN,46,1
rank,VB,46,1
became,VBD,46,1
football,NN,46,1
Oh,NNP,46,1
Construct,NNP,46,1
Titans,NNPS,46,1
Wings,NNP,46,1
keyboard,NN,46,1
Animation,NNP,46,1
Runner,NNP,46,1
.-,JJ,46,0
furniture,NN,46,1
written,VBN,46,1
burn,VB,46,1
Quests,NNS,46,1
registered,VBN,46,1
Roll,NNP,46,1
LEARN,NNP,46,1
minigames,NNS,46,1
valid,JJ,46,1
hitting,VBG,46,1
Impasse,NNP,46,1
Eli,NNP,46,1
suddenly,RB,46,1
Backgammon,NNP,46,1
scale,NN,46,1
Weapons,NNS,46,1
welcome,VBP,46,1
mail,NN,46,1
cook,VB,46,1
recording,VBG,46,1
encyclopedia,NN,46,1
simultaneously,RB,46,1
saga,NN,46,1
improvement,NN,46,1
guarantee,VB,46,1
teammates,NNS,46,1
appreciate,VB,46,1
pizza,NN,46,1
boat,NN,46,1
HIDDEN,NNP,46,1
rental,JJ,46,1
Solar,NNP,46,1
garden,NN,46,1
CAMPAIGN,NNP,46,1
largest,JJS,46,1
summon,JJ,46,1
Compatibility,NNP,46,1
Arctic,NNP,46,1
FINAL,NNP,46,1
Castaway,NNP,46,1
R,NNP,46,0
=,VBP,46,0
interact,VB,46,1
request,NN,46,1
portfolio,NN,46,1
launching,VBG,46,1
outstanding,JJ,46,1
venture,NN,46,1
News,NNP,46,1
Cute,NNP,46,1
searches,NNS,46,1
Flag,NNP,46,1
cheap,JJ,46,1
bus,NN,46,1
satisfaction,NN,46,1
ideal,JJ,46,1
passing,VBG,46,1
understanding,NN,46,1
Rangers,NNPS,46,1
likely,JJ,46,1
Fuma,NNP,46,1
summon,VB,46,1
Reading,VBG,46,1
Indonesia,NNP,46,1
bridges,NNS,46,1
fairly,RB,46,1
Bloody,JJ,46,1
SUPERBUZZER,NNP,46,1
wipe,VB,46,1
about,RB,46,1
coins,VBZ,46,1
assemble,VB,46,1
contract,NN,46,1
reading,VBG,46,1
Solve,VB,46,1
Shadows,NNP,46,1
picks,NNS,46,1
dot,NN,46,1
dramatic,JJ,46,1
vision,NN,46,1
//www.facebook.com/gsoftteamhttps,NN,45,0
turner.com,NN,45,1
holds,VBZ,45,1
moves,VBZ,45,1
future,VB,45,1
estate,NN,45,1
installed,VBN,45,1
Simulator,NNP,45,1
Fever,NNP,45,1
file,NN,45,1
Dance,NN,45,1
century,NN,45,1
YAHTZEE,NNP,45,1
plunder,VB,45,1
rings,NNS,45,1
Research,NNP,45,1
codes,NNS,45,1
accept,VB,45,1
greatly,RB,45,1
dinosaur,NN,45,1
discover,VBP,45,1
winnings,NNS,45,1
Roman,NNP,45,1
HOURS,NNP,45,1
School,NNP,45,1
//twitter.com/ArtifexMundiYOUTUBE,NN,45,1
ch,NN,45,1
update,JJ,45,1
Skills,NNP,45,1
Tips,NNP,45,1
joined,VBN,45,1
Unlimited,NNP,45,1
Finger,NNP,45,1
pockets,NNS,45,1
cameras,NNS,45,1
Bloons,NNS,45,1
Tiger,NNP,45,1
//facebook.com/artifexmundiTWITTER,NN,45,0
CUSTOMIZE,VB,45,1
refreshing,VBG,45,1
S2,NNP,45,1
Talk,NN,45,1
round-up,NN,45,1
appeal,VB,45,1
//pinterest.com/artifexmundiINSTAGRAM,NN,45,0
Mode-,NNP,45,1
promotions,NNS,45,1
weather,NN,45,1
Technical,JJ,45,1
pencils,NNS,45,1
newer,JJR,45,1
adaptation,NN,45,1
gain,NN,45,1
//youtube.com/user/ArtifexMundiPINTEREST,NN,45,0